ccvm,name,cnpj,type,situation
513512,AGROPEC FERNANDES SA,08.846.271/0001-74,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503061,AGROPEC FERREIRA SA,09.493.404/0001-39,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513296,AGROPEC FLECHAL SA,14.035.257/0001-93,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2005
520055,AGROPEC FLECHAL SA,14.035.257/0001-93,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2015
509809,AGROPEC FORQUILHA SA,04.602.181/0001-87,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/09/2010
516481,AGROPEC FRANGO ACU SA,84.192.079/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511730,AGROPEC GERSON MARANHAO SA,11.439.577/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/12/1992
517097,AGROPEC GIFONI SALES SA,06.016.364/0001-46,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
500941,AGROPEC GRENDENE SA,15.053.267/0001-14,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/04/2001
511935,AGROPEC HAKONE SA,04.871.760/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
517313,AGROPEC ILHA DE NAZARE SA,04.696.894/0001-57,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514268,AGROPEC INDEPENDENCIA SA,04.597.316/0001-63,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510670,AGROPEC ITAMBE SA,55.742.977/0001-76,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/12/1993
509701,AGROPEC ITAPEMIRIM SA,28.477.313/0001-54,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 21/03/1997
510696,AGROPEC ITAPIRACO SA,35.098.573/0001-84,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510297,AGROPEC JATOBA SA,06.881.361/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 31/08/1993
517429,AGROPEC JATOBA SA,05.428.222/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/09/1997
516910,AGROPEC JENIPAPO SA,07.223.092/0001-18,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
517801,AGROPEC LAGOA VERDE SA,19.388.727/0001-16,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 21/08/2009
508098,AGROPEC LOPES SA,22.677.009/0001-74,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/06/1997
505625,AGROPEC MALACACHETA SA,11.739.349/0001-66,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511897,AGROPEC MARACAJA SA,04.657.193/0001-09,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503029,AGROPEC MARFIM SA,11.494.804/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503118,AGROPEC MARIA PAZ NORTE SA,08.332.413/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
509469,AGROPEC MONTE REI SA,17.562.893/0001-61,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
501093,AGROPEC MUCAMBE SA,08.632.515/0001-16,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
506990,AGROPEC MUCAMBO SA,06.843.916/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
507687,AGROPEC MUCUBAL SA,05.625.009/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
503525,AGROPEC MUNDO NOVO SA,14.725.287/0001-21,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
500933,AGROPEC MUSAMAR SA,79.764.619/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/05/1997
505366,AGROPEC N S DE FATIMA SA,05.324.843/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514080,AGROPEC NELSON ALMEIDA SA,08.845.398/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519936,AGROPEC NELSON ALMEIDA SA,08.845.398/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 10/10/2014
518220,AGROPEC NOIRUMBA SA,05.061.809/0001-47,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514160,AGROPEC NOVA ERA SA,05.017.041/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
515019,AGROPEC NOVA SERTANIA SA,12.770.335/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/09/2004
512400,AGROPEC NOVO MUNDO SA,05.374.053/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519600,AGROPEC NOVO MUNDO SA,05.374.053/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/08/2013
512397,AGROPEC OLINDA SA,05.140.512/0001-77,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
502235,AGROPEC OLIVEIRA MACIEL SA,08.057.879/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
515132,AGROPEC PALMIRA DO NORTE SA,01.146.059/0001-55,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511536,AGROPEC PEIXE BOI SA,33.655.911/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 27/10/2005
513156,AGROPEC PIMENTA BUENO SA,04.930.590/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
512206,AGROPEC PINHO SA AGROPINHO,05.306.733/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518409,AGROPEC PIQUIA SA,04.882.908/0001-27,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 13/01/2006
511510,AGROPEC PITITAL SA,05.377.734/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
513245,AGROPEC PRACUUBA SA,04.730.412/0001-38,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/07/2012
507539,AGROPEC QUIXADA SA,08.121.329/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520810,AGROPEC QUIXADA SA,08.121.329/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/09/2018
511099,AGROPEC REMANSO ACU SA,04.978.466/0001-17,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
512982,AGROPEC REUNIDOS PARAENSE SA,05.426.663/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/01/1992
501760,AGROPEC RIBEIRA DO MOXOTO SA,09.009.408/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
509698,AGROPEC RICA SA,03.144.078/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/03/1997
503878,AGROPEC RICASTRO SA,04.581.971/0001-23,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/05/2016
513458,AGROPEC RIO ARATAU SA,05.078.415/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/03/2011
506613,AGROPEC RIO BONITO SA,00.100.651/0001-53,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503363,AGROPEC RIO CAUAXI SA,05.153.515/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511110,AGROPEC RIO DARRO SA,15.026.073/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 21/10/1996
510149,AGROPEC RIO DAS ANTAS SA,04.364.519/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/07/1999
511285,AGROPEC RIO DEZOITO SA,46.991.329/0001-62,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513326,AGROPEC RIO DO OURO SA,22.921.449/0001-25,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503258,AGROPEC RIO MEARIM SA,12.091.260/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511943,AGROPEC RIO MUDRIRE SA,46.991.311/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520438,AGROPEC RIO MUDRIRE SA,46.991.311/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 20/07/2016
515043,AGROPEC RIO NEGRO SA,04.170.783/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
506605,AGROPEC RIO PIUM SA,00.809.095/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/01/1992
511765,AGROPEC RIO PRETO SA,31.683.279/0001-89,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510408,AGROPEC RIO S JOAO SA,05.023.692/0001-07,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
504661,AGROPEC RIO VOLTA SA,06.838.940/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 23/12/1999
511994,AGROPEC RODRIGUES DO SANTOS SA,05.609.086/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2005
505196,AGROPEC RONCADOR SA,03.144.060/0001-76,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/06/2000
507911,AGROPEC SALES OLIVEIRA SA,04.870.838/0001-97,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
500747,AGROPEC SALGADO SA,15.611.809/0001-27,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
510718,AGROPEC SANTANA SA,35.098.532/0001-98,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
509795,AGROPEC SAO BOA VENTURA SA,08.947.475/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503673,AGROPEC SAO CAMILO SA,08.187.874/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519910,AGROPEC SAO JOAO SA,04.862.744/0001-76,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/09/2014
508489,AGROPEC SAO NICOLAU SA,00.956.532/0001-05,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508063,AGROPEC SAO PEDRO SA,00.085.902/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520446,AGROPEC SAO PEDRO SA,00.085.902/0001-78,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/07/2016
508080,AGROPEC SAO ROBERTO SA,46.991.295/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 15/08/2007
514055,AGROPEC SEMPRE VERDE SA,12.924.601/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
508683,AGROPEC SONHO DOURADO SA,00.999.987/0001-08,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
509434,AGROPEC STA ADELIA SA,04.595.104/0001-47,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 26/07/2011
506214,AGROPEC STA IDÁLIA - AGROSANTA,19.324.029/0001-57,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/08/2003
516392,AGROPEC STA INEZ SA,24.067.076/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
501174,AGROPEC STA IZABEL SA-AGROSISA,08.799.512/0001-71,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
505935,AGROPEC STA MARTA SA,07.460.710/0001-43,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
512524,AGROPEC STA RITA DO MARAJO SA,04.870.226/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520101,AGROPEC STA RITA DO MARAJO SA,04.870.226/0001-02,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
511382,AGROPEC STA ROSA SA,12.771.408/0001-46,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
509396,AGROPEC STA TEREZA SA,09.030.081/0001-47,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519219,AGROPEC STO ANTONIO DAS LENDAS SA,00.817.627/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/07/2012
500631,AGROPEC TAMARINDO SA,11.567.708/0001-45,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/11/1997
501999,AGROPEC TAMBORIL VITORIA SA,08.674.160/0001-28,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
507245,AGROPEC TAPIRAPE SA,03.481.074/0001-85,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/10/2010
504041,AGROPEC TAQUARY SA,10.647.972/0001-26,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 09/09/2004
505005,AGROPEC TERRA FERTIL SA,03.288.537/0001-97,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/05/2008
512044,AGROPEC TERRA GOYANA SA,00.242.784/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/04/1996
512036,AGROPEC TERRA KIKUIO SA,00.971.838/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 18/04/1996
508950,AGROPEC TERRA NOVA SA,15.741.192/0001-64,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
503401,AGROPEC THOME AFONSO SA,06.948.913/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520519,AGROPEC TUCUMAN SA,04.334.488/0001-44,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/11/2016
515345,AGROPEC VALE  DO  RIO URINDEUA,14.114.425/0001-36,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
505668,AGROPEC VALE DIAMANTE SA,09.229.295/0001-47,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520470,AGROPEC VALE DIAMANTE SA,09.229.295/0001-47,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/08/2016
518387,AGROPEC VALE DO ARAGUAIA S/A,83.307.694/0001-31,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 04/01/2006
502421,AGROPEC VALE DO COCHA SA,19.564.517/0001-31,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 11/03/2008
506656,AGROPEC VALE DO GURGUEIA SA,10.169.985/0001-37,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/09/2010
514950,AGROPEC VALE DO IPOJUCA SA,10.690.410/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/07/1997
504033,AGROPEC VALE DO PRATA SA,06.724.876/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503002,AGROPEC VALE DO RIO CORDA SA,12.091.500/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
504360,AGROPEC VALE DO SOL SA,16.753.832/0001-19,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
508551,AGROPEC VARZEA NOVA SA,12.819.736/0001-75,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
517895,AGROPEC VARZELANDIA SA - AGROPEVA,22.679.567/0001-79,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511080,AGROPEC WALCON SA,12.536.454/0001-60,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
518824,AGROPECUÁRIA ARAÇATUBA S/A,02.282.297/0001-50,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/05/2013
519073,AGROPECUÁRIA BRASIL PALMEIRAS S.A.,02.856.863/0001-90,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/05/2016
511412,AGROPECUÁRIA DOIS IRMÃOS S/A,00.148.825/0001-58,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/05/2016
507652,AGROPECUÁRIA EMILIO OMENA S/A - AGROMENA,13.025.135/0001-53,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
519154,AGROPECUÁRIA FIO DE OURO S.A.,02.893.891/0001-88,CIAS INCENTIVADAS REGISTRADAS,Concedido em 05/10/2011
512672,AGROPECUÁRIA FLOR DO OURO S/A,04.595.112/0001-93,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519642,AGROPECUÁRIA FOGLIATELLI S.A.,01.235.081/0001-71,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/07/2017
509205,AGROPECUÁRIA JOTA COELHO S/A,06.418.040/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/12/2010
502707,AGROPECUÁRIA ORIENTE S/A,19.964.360/0001-31,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
507296,AGROPECUÁRIA PARANAIBA S/A,04.595.195/0001-10,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
509000,AGROPECUARIA PAU RAINHA S/A,22.887.129/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519251,AGROPECUÁRIA PINGUIM S.A.,02.671.917/0001-43,CIAS INCENTIVADAS REGISTRADAS,Concedido em 22/08/2012
520080,AGROPECUÁRIA PONTAL DO PARANAITA S.A.,02.642.136/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/04/2018
519200,AGROPECUÁRIA RICARDO FRANCO S.A.,02.907.052/0001-71,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/05/2014
509388,AGROPECUÁRIA RIO BRILHANTE S/A,04.601.738/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519804,AGROPECUÁRIA RIO URUARÁ S.A.,02.358.271/0001-49,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/06/2017
506397,AGROPECUÁRIA SÃO LUIZ LTDA,05.120.340/0001-70,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
514691,AGROPECUARIA SÃO SEBASTIÃO DO ARAGUAIA S/A,15.947.450/0001-63,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/04/2009
213,AGROPECUARIA TAMAKAVY SA,03.143.716/0001-36,CIAS ABERTAS,Cancelado em 25/02/1988
520640,AGROPECUARIA TAMAKAVY SA,03.143.716/0001-36,CIAS INCENTIVADAS REGISTRADAS,Concedido em 19/09/2017
518484,AGROPECUÁRIA TERRA BRAVIA S/A,02.033.525/0001-59,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/07/2006
505277,AGROPECUÁRIA VALE DO RIO ACRE S/A,15.525.447/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/10/2012
508640,AGROPEMA AGROPEC MADRAS SA,16.688.384/0001-17,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/01/1996
505382,AGROPIL AGROPEC P IBIAPABA SA,06.938.989/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
508659,AGROPIPER SA,31.498.009/0001-06,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
503649,AGROPISA AGROPEC DO PIAUI S/A,11.430.550/0001-67,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 28/09/2008
514012,AGROSETE PEC E IND SA,05.423.587/0001-65,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
511340,AGROTEP SA AGROPEC,04.971.057/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518468,AGROVAS AGROPEC VALE DO SUIA SA,15.255.383/0001-16,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/07/2006
501409,AGROVERDE SA,17.998.493/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 02/03/1994
500763,AGROVERDES AGRICOLA SA,12.923.546/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 07/10/2009
513440,AGUA PEDRA AZUL SA,31.495.252/0001-62,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 01/07/2004
507636,AGUA VERDE AGROPEC SA AVASA,07.638.562/0001-04,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 05/01/2006
515876,AGUA VIVA PRAIA HOTEL SA,15.178.767/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
506877,AGUANAMBI INDL SA,11.742.087/0001-99,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
23442,AGUAS GUARIROBA S.A.,04.089.570/0001-50,CIAS ABERTAS,Concedido em 06/08/2014
502499,AGUISA-AGROPEC GUIMARAES SA,10.665.743/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520128,AGUISA-AGROPEC GUIMARAES SA,10.665.743/0001-34,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 12/08/2015
21806,AGV HOLDING S/A,09.594.796/0001-22,CIAS ABERTAS,Cancelado em 10/03/2014
9288,AIR LIQUIDE,60.830.296/0001-08,CIAS ABERTAS,Cancelado em 19/11/1998
516260,AJAJ SA AGROPECUARIA,17.059.049/0001-12,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
513040,AJEFISA-AGROPEC JOSE A F SA,06.019.343/0001-84,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
515248,ALAISA ALAGOAS AGRIC IRRIG.,24.479.438/0001-62,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
18074,ALBAE PARTICIPACOES SA,02.783.422/0001-06,CIAS ABERTAS,Cancelado em 15/05/2002
13242,ALBATROZ SA,57.912.396/0001-60,CIAS ABERTAS,Cancelado em 27/12/1990
511056,ALCACE NE SA EQUIP ELETRICOS,10.867.026/0001-95,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
15067,ALCALIS RIO GRANDE DO NORTE SA,08.240.673/0001-20,CIAS ABERTAS,Cancelado em 04/01/2010
510092,ALCALIS RIO GRANDE DO NORTE SA,08.240.673/0001-20,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 29/09/1995
256,ALCAN ALUMINIO DO BRASIL SA,60.561.800/0001-03,CIAS ABERTAS,Cancelado em 28/07/1987
17957,AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA,56.994.791/0001-77,CIAS ABERTAS,Cancelado em 13/11/2007
503320,ALCLOR QUIM DE ALAGOAS SA,08.486.375/0001-15,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 13/09/1993
500402,ALCOA ALUMINIO DO NE SA,11.696.820/0001-86,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/03/1994
264,ALCOA ALUMINIO SA,23.637.697/0001-01,CIAS ABERTAS,Cancelado em 19/10/1993
516724,ALDEIA DOS REIS TURISMO SA,39.326.590/0001-82,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 22/12/2005
16705,ALEF SA,02.217.319/0001-07,CIAS ABERTAS,Concedido em 08/12/1997
516139,ALENAIDE AGRICOLA SA,24.278.582/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519758,ALENAIDE AGRICOLA SA,24.278.582/0001-30,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 30/01/2014
9954,ALFA HOLDINGS SA,17.167.396/0001-69,CIAS ABERTAS,Concedido em 20/07/1977
272,ALFA NORDESTE SA INDUSTRIA DO VESTUARIO,15.167.984/0001-77,CIAS ABERTAS,Cancelado em 13/11/2007
280,ALFRED SA COMERCIO DO VESTUARIO,92.689.173/0001-87,CIAS ABERTAS,Cancelado em 09/08/2005
21032,ALGAR TELECOM S/A,71.208.516/0001-74,CIAS ABERTAS,Concedido em 27/07/2007
514624,ALGONORTE ALGODOEIRA NORTE SA,63.764.435/0001-22,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 10/04/2008
21300,ALIANSCE SHOPPING CENTERS S/A,06.082.980/0001-03,CIAS ABERTAS,Concedido em 18/01/2008
510599,ALIM PROTEICOS DO NORTE SA,12.616.496/0001-01,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
18260,ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA,02.997.713/0001-05,CIAS ABERTAS,Cancelado em 10/11/2003
509248,ALIMENTICIO INTERN DE CACAU SA,04.133.906/0001-35,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
14079,ALIPAR ALIMENTOS E PARTS SA,33.826.637/0001-90,CIAS ABERTAS,Cancelado em 27/09/1995
18082,ALIUM PARTICIPAÇÕES SA,02.783.425/0001-40,CIAS ABERTAS,Cancelado em 31/08/2011
517321,ALL FAMA INDL SA,04.965.794/0001-89,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
520225,ALL FAMA INDL SA,04.965.794/0001-89,CIAS INCENTIVADAS REGISTRADAS,Concedido em 29/01/2016
20850,ALLIS PARTICIPAÇÕES S.A.,08.648.295/0001-19,CIAS ABERTAS,Cancelado em 26/08/2015
507865,ALMASA ALCOOLEIRA MATEENSE SA,30.965.065/0001-32,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 16/12/1994
509418,ALMASA ALIMS DO MA SA,09.018.953/0001-51,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/11/2005
302,ALMEC INDUSTRIAS MECANICA SA,18.012.393/0001-19,CIAS ABERTAS,Cancelado em 22/03/2005
507709,ALOBA SA AGROINDL DO NE,07.258.627/0001-96,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 03/11/2005
10456,ALPARGATAS SA,61.079.117/0001-05,CIAS ABERTAS,Concedido em 20/07/1977
310,ALPART ALPA PARTICIPACOES SA,47.848.684/0001-40,CIAS ABERTAS,Cancelado em 19/10/1989
506672,ALPES SA HOT E TUR,32.477.457/0001-88,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/07/2003
329,ALPINA BRASIL SA MAQ IMP AGRIC,87.819.926/0001-91,CIAS ABERTAS,Cancelado em 09/08/2005
337,ALPLAN SA IND COM CH MAD AGLOM,49.705.528/0001-55,CIAS ABERTAS,Cancelado em 02/08/1989
17310,ALTA - AMER.LAT.TELEC.AVANÇADAS S/A,02.282.923/0001-09,CIAS ABERTAS,Cancelado em 29/12/2003
18066,ALTERE SECURITIZADORA S.A.,02.783.423/0001-50,CIAS ABERTAS,Concedido em 10/12/1998
23183,ALTUS SISTEMA DE AUTOMAÇÃO S.A.,92.859.974/0001-43,CIAS ABERTAS,Cancelado em 08/12/2017
504165,ALUBRAS ARTF ACO ALUM BR SA,06.960.645/0001-52,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 24/02/1997
516090,ALUMAZON COMPONENTES DA AM S A,04.955.456/0001-66,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
516856,ALUMÍNIO EXTRUDADO DO BRASIL S/A,12.569.935/0001-72,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
345,ALUMINIO EXTRUSAO LAMINACAO,10.886.893/0001-78,CIAS ABERTAS,Cancelado em 30/01/1997
512303,ALUMINIO IPAM SA - IND E COM,09.037.706/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
519782,ALUMINIO IPAM SA - IND E COM,09.037.706/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 25/03/2014
512281,ALUMINIO TIGRE SA IND E COM.,13.609.441/0001-37,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 14/02/2012
518832,ALUMISA NORDESTE SA,11.162.096/0001-00,CIAS INCENTIVADAS REGISTRADAS,Cancelado em 17/11/2008
